election,year,county,constit,party,name,seats,quota,electorate,turnout,valid,spoilt,transfers,round_totals
Local Election,1999,Fingal,Castleknock,Labour Party,Joan Burton,4,1725,20480,8695,8623,,"[1074, 68, 65, 91, 31, 269, 183]","[1074, 1142, 1207, 1298, 1329, 1598, 1781]"
Local Election,1999,Fingal,Castleknock,Fianna Fáil,Ned Ryan,4,1725,20480,8695,8623,,"[894, 41, 10, 15, 131, 68, 478]","[894, 935, 945, 960, 1091, 1159, 1637]"
Local Election,1999,Fingal,Castleknock,Independent,Seán Lyons,4,1725,20480,8695,8623,,"[817, 64, 53, 86, 36, 165, 132]","[817, 881, 934, 1020, 1056, 1221, 1353]"
Local Election,1999,Fingal,Castleknock,Fianna Fáil,Des Kelly,4,1725,20480,8695,8623,,"[896, 27, 12, 13, 135, 68, 0]","[896, 923, 935, 948, 1083, 1151, 0]"
Local Election,1999,Fingal,Castleknock,Fine Gael,Jane Murphy,4,1725,20480,8695,8623,,"[722, 41, 12, 9, 17, 0, 0]","[722, 763, 775, 784, 801, 0, 0]"
Local Election,1999,Fingal,Castleknock,Fianna Fáil,Damien Mahon,4,1725,20480,8695,8623,,"[463, 13, 6, 5, 0, 0, 0]","[463, 476, 482, 487, 0, 0, 0]"
Local Election,1999,Fingal,Castleknock,Socialist Party,Mick Cheevers,4,1725,20480,8695,8623,,"[253, 6, 35, 0, 0, 0, 0]","[253, 259, 294, 0, 0, 0, 0]"
Local Election,1999,Fingal,Castleknock,Green Party,Colm Murray,4,1725,20480,8695,8623,,"[229, 24, 0, 0, 0, 0, 0]","[229, 253, 0, 0, 0, 0, 0]"
Local Election,1999,Fingal,Howth,Fine Gael,Joan Maher,3,1740,17956,7037,6958,,"[2182, -442, 0, 0]","[2182, 1740, 1740, 1740]"
Local Election,1999,Fingal,Howth,Fine Gael,Michael J. Cosgrave,3,1740,17956,7037,6958,,"[1530, 226, 0, 0]","[1530, 1756, 1756, 1756]"
Local Election,1999,Fingal,Howth,Fianna Fáil,Liam Creaven,3,1740,17956,7037,6958,,"[979, 47, 51, 688]","[979, 1026, 1077, 1765]"
Local Election,1999,Fingal,Howth,Green Party,David Healy,3,1740,17956,7037,6958,,"[942, 55, 273, 175]","[942, 997, 1270, 1445]"
Local Election,1999,Fingal,Howth,Fianna Fáil,Aileen Woods,3,1740,17956,7037,6958,,"[836, 73, 95, 0]","[836, 909, 1004, 0]"
Local Election,1999,Fingal,Howth,Labour Party,Frank Barry,3,1740,17956,7037,6958,,"[489, 41, 0, 0]","[489, 530, 0, 0]"
Local Election,1999,Fingal,Malahide,Labour Party,Peter Coyle,4,1611,20222,8100,8050,,"[1714, -103, 0, 0, 0]","[1714, 1611, 1611, 1611, 1611]"
Local Election,1999,Fingal,Malahide,Fianna Fáil,G.V. Wright,4,1611,20222,8100,8050,,"[1542, 10, 14, 38, 184]","[1542, 1552, 1566, 1604, 1788]"
Local Election,1999,Fingal,Malahide,Fine Gael,Sean Dolphin,4,1611,20222,8100,8050,,"[1083, 15, 15, 34, 564]","[1083, 1098, 1113, 1147, 1711]"
Local Election,1999,Fingal,Malahide,Green Party,Heidi Bedell,4,1611,20222,8100,8050,,"[1198, 38, 93, 89, 178]","[1198, 1236, 1329, 1418, 1596]"
Local Election,1999,Fingal,Malahide,Fianna Fáil,Graham Hanlon,4,1611,20222,8100,8050,,"[1080, 11, 23, 30, 40]","[1080, 1091, 1114, 1144, 1184]"
Local Election,1999,Fingal,Malahide,Fine Gael,Nora Owen,4,1611,20222,8100,8050,,"[973, 18, 13, 29, 0]","[973, 991, 1004, 1033, 0]"
Local Election,1999,Fingal,Malahide,Christian Solidarity,Angela Keaveney,4,1611,20222,8100,8050,,"[243, 6, 15, 0, 0]","[243, 249, 264, 0, 0]"
Local Election,1999,Fingal,Malahide,Socialist Party,Eamonn McNally,4,1611,20222,8100,8050,,"[217, 5, 0, 0, 0]","[217, 222, 0, 0, 0]"
Local Election,1999,Fingal,Mulhuddart,Socialist Party,Joe Higgins,4,1074,18257,5426,5365,,"[1392, -318, 0, 0, 0, 0, 0, 0, 0, 0]","[1392, 1074, 1074, 1074, 1074, 1074, 1074, 1074, 1074, 1074]"
Local Election,1999,Fingal,Mulhuddart,Labour Party,Michael O'Donovan,4,1074,18257,5426,5365,,"[603, 39, 4, 14, 12, 42, 11, 80, 52, 197]","[603, 642, 646, 660, 672, 714, 725, 805, 857, 1054]"
Local Election,1999,Fingal,Mulhuddart,Independent,Gerry Lynam,4,1074,18257,5426,5365,,"[547, 37, 6, 12, 14, 40, 48, 88, 54, 130]","[547, 584, 590, 602, 616, 656, 704, 792, 846, 976]"
Local Election,1999,Fingal,Mulhuddart,Fianna Fáil,Margaret Richardson,4,1074,18257,5426,5365,,"[453, 13, 2, 5, 6, 24, 72, 21, 258, 75]","[453, 466, 468, 473, 479, 503, 575, 596, 854, 929]"
Local Election,1999,Fingal,Mulhuddart,Sinn Féin,Paul Donnelly,4,1074,18257,5426,5365,,"[675, 34, 0, 1, 11, 12, 11, 108, 24, 27]","[675, 709, 709, 710, 721, 733, 744, 852, 876, 903]"
Local Election,1999,Fingal,Mulhuddart,Fine Gael,Leo Varadkar,4,1074,18257,5426,5365,,"[380, 21, 0, 23, 19, 41, 11, 34, 51, 0]","[380, 401, 401, 424, 443, 484, 495, 529, 580, 0]"
Local Election,1999,Fingal,Mulhuddart,Fianna Fáil,Colm Heery,4,1074,18257,5426,5365,,"[315, 12, 3, 16, 6, 12, 131, 17, 0, 0]","[315, 327, 330, 346, 352, 364, 495, 512, 0, 0]"
Local Election,1999,Fingal,Mulhuddart,Socialist Party,Karen Allen,4,1074,18257,5426,5365,,"[315, 109, 4, 2, 17, 16, 1, 0, 0, 0]","[315, 424, 428, 430, 447, 463, 464, 0, 0, 0]"
Local Election,1999,Fingal,Mulhuddart,Fianna Fáil,Miley Caldwell,4,1074,18257,5426,5365,,"[278, 10, 1, 6, 3, 12, 0, 0, 0, 0]","[278, 288, 289, 295, 298, 310, 0, 0, 0, 0]"
Local Election,1999,Fingal,Mulhuddart,Independent,Seán Lyons,4,1074,18257,5426,5365,,"[176, 21, 4, 8, 18, 0, 0, 0, 0, 0]","[176, 197, 201, 209, 227, 0, 0, 0, 0, 0]"
Local Election,1999,Fingal,Mulhuddart,Green Party,Robert Bonnie,4,1074,18257,5426,5365,,"[102, 14, 10, 6, 0, 0, 0, 0, 0, 0]","[102, 116, 126, 132, 0, 0, 0, 0, 0, 0]"
Local Election,1999,Fingal,Mulhuddart,Progressive Democrats,Michael McClure,4,1074,18257,5426,5365,,"[97, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[97, 99, 99, 0, 0, 0, 0, 0, 0, 0]"
Local Election,1999,Fingal,Mulhuddart,Independent,Frank Clarke,4,1074,18257,5426,5365,,"[32, 6, 0, 0, 0, 0, 0, 0, 0, 0]","[32, 38, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,1999,Fingal,Swords,Labour Party,Sean Ryan,5,1517,25970,9182,9100,,"[2392, -875, 0, 0, 0, 0, 0, 0]","[2392, 1517, 1517, 1517, 1517, 1517, 1517, 1517]"
Local Election,1999,Fingal,Swords,Fianna Fáil,Michael Kennedy,5,1517,25970,9182,9100,,"[1390, 90, 20, 36, 0, 0, 0, 0]","[1390, 1480, 1500, 1536, 1536, 1536, 1536, 1536]"
Local Election,1999,Fingal,Swords,Socialist Party,Clare Daly,5,1517,25970,9182,9100,,"[1287, 100, 16, 31, 112, 0, -29, 0]","[1287, 1387, 1403, 1434, 1546, 1546, 1517, 1517]"
Local Election,1999,Fingal,Swords,Labour Party,Tom Kelleher,5,1517,25970,9182,9100,,"[691, 334, 22, 27, 69, 47, 13, 282]","[691, 1025, 1047, 1074, 1143, 1190, 1203, 1485]"
Local Election,1999,Fingal,Swords,Fine Gael,Anne Devitt,5,1517,25970,9182,9100,,"[768, 82, 132, 32, 33, 67, 4, 148]","[768, 850, 982, 1014, 1047, 1114, 1118, 1266]"
Local Election,1999,Fingal,Swords,Fianna Fáil,Martina Coombes,5,1517,25970,9182,9100,,"[595, 31, 6, 30, 36, 280, 4, 123]","[595, 626, 632, 662, 698, 978, 982, 1105]"
Local Election,1999,Fingal,Swords,Green Party,Paul Martin,5,1517,25970,9182,9100,,"[606, 93, 36, 49, 79, 70, 8, 0]","[606, 699, 735, 784, 863, 933, 941, 0]"
Local Election,1999,Fingal,Swords,Fianna Fáil,Anne-Marie Woods,5,1517,25970,9182,9100,,"[423, 64, 15, 78, 34, 0, 0, 0]","[423, 487, 502, 580, 614, 0, 0, 0]"
Local Election,1999,Fingal,Swords,Independent,Joe O'Neill,5,1517,25970,9182,9100,,"[350, 29, 6, 44, 0, 0, 0, 0]","[350, 379, 385, 429, 0, 0, 0, 0]"
Local Election,1999,Fingal,Swords,Christian Solidarity,Michael Scahill,5,1517,25970,9182,9100,,"[344, 25, 7, 0, 0, 0, 0, 0]","[344, 369, 376, 0, 0, 0, 0, 0]"
Local Election,1999,Fingal,Swords,Fine Gael,Declan McEvoy,5,1517,25970,9182,9100,,"[254, 27, 0, 0, 0, 0, 0, 0]","[254, 281, 0, 0, 0, 0, 0, 0]"
Local Election,1999,Galway,East & North Ward,Fine Gael,Padraig McCormack,7,949,17822,7707,7591,,"[934, 10, 16, 0, -11, 0, 0, 0, 0, 0, 0, 0, 0]","[934, 944, 960, 960, 949, 949, 949, 949, 949, 949, 949, 949, 949]"
Local Election,1999,Galway,East & North Ward,Fianna Fáil,Michael Leahy,7,949,17822,7707,7591,,"[884, 17, 6, 2, 85, 0, -45, 0, 0, 0, 0, 0, 0]","[884, 901, 907, 909, 994, 994, 949, 949, 949, 949, 949, 949, 949]"
Local Election,1999,Galway,East & North Ward,Labour Party,Tom Costello,7,949,17822,7707,7591,,"[638, 17, 118, 2, 13, 30, 1, 53, 63, 94, -80, 0, 0]","[638, 655, 773, 775, 788, 818, 819, 872, 935, 1029, 949, 949, 949]"
Local Election,1999,Galway,East & North Ward,Progressive Democrats,Declan McDonnell,7,949,17822,7707,7591,,"[835, 8, 6, 1, 10, 22, 2, 14, 35, 46, 0, -30, 0]","[835, 843, 849, 850, 860, 882, 884, 898, 933, 979, 979, 949, 949]"
Local Election,1999,Galway,East & North Ward,Progressive Democrats,Terry O'Flaherty,7,949,17822,7707,7591,,"[545, 15, 10, 1, 22, 39, 4, 21, 54, 46, 14, 11, 186]","[545, 560, 570, 571, 593, 632, 636, 657, 711, 757, 771, 782, 968]"
Local Election,1999,Galway,East & North Ward,Fianna Fáil,Val Hanley,7,949,17822,7707,7591,,"[518, 9, 1, 0, 27, 19, 20, 16, 27, 79, 10, 7, 72]","[518, 527, 528, 528, 555, 574, 594, 610, 637, 716, 726, 733, 805]"
Local Election,1999,Galway,East & North Ward,Fine Gael,Fintan Coogan,7,949,17822,7707,7591,,"[346, 12, 6, 1, 19, 74, 1, 39, 48, 50, 8, 1, 146]","[346, 358, 364, 365, 384, 458, 459, 498, 546, 596, 604, 605, 751]"
Local Election,1999,Galway,East & North Ward,Fianna Fáil,Johanna Downes,7,949,17822,7707,7591,,"[426, 3, 8, 1, 18, 13, 14, 82, 27, 22, 11, 2, 50]","[426, 429, 437, 438, 456, 469, 483, 565, 592, 614, 625, 627, 677]"
Local Election,1999,Galway,East & North Ward,Progressive Democrats,Gary Creavan,7,949,17822,7707,7591,,"[474, 6, 8, 0, 8, 15, 2, 34, 15, 29, 6, 6, 0]","[474, 480, 488, 488, 496, 511, 513, 547, 562, 591, 597, 603, 0]"
Local Election,1999,Galway,East & North Ward,Independent,Jimmy Cahill,7,949,17822,7707,7591,,"[391, 23, 9, 1, 4, 12, 0, 23, 63, 0, 0, 0, 0]","[391, 414, 423, 424, 428, 440, 440, 463, 526, 0, 0, 0, 0]"
Local Election,1999,Galway,East & North Ward,Independent,Damien Carrick,7,949,17822,7707,7591,,"[336, 16, 9, 1, 3, 20, 1, 32, 0, 0, 0, 0, 0]","[336, 352, 361, 362, 365, 385, 386, 418, 0, 0, 0, 0, 0]"
Local Election,1999,Galway,East & North Ward,Independent,Peter Rowland,7,949,17822,7707,7591,,"[342, 12, 7, 0, 1, 8, 0, 0, 0, 0, 0, 0, 0]","[342, 354, 361, 361, 362, 370, 370, 0, 0, 0, 0, 0, 0]"
Local Election,1999,Galway,East & North Ward,Fine Gael,Níall McNelis,7,949,17822,7707,7591,,"[284, 11, 8, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0]","[284, 295, 303, 304, 313, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,1999,Galway,East & North Ward,Fianna Fáil,Henry O'Connor,7,949,17822,7707,7591,,"[228, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[228, 232, 235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,1999,Galway,East & North Ward,Labour Party,Kieran Duffy,7,949,17822,7707,7591,,"[221, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[221, 229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,1999,Galway,East & North Ward,Independent,Desmond O'Dowd,7,949,17822,7707,7591,,"[140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,1999,Galway,East & North Ward,Natural Law,Paul Campbell,7,949,17822,7707,7591,,"[49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,1999,Galway,South Ward,Fianna Fáil,Margaret Cox,4,1148,12505,5805,5735,,"[1007, 13, 15, 41, 26, 106, -60, 0, 0, 0, 0, 0]","[1007, 1020, 1035, 1076, 1102, 1208, 1148, 1148, 1148, 1148, 1148, 1148]"
Local Election,1999,Galway,South Ward,Progressive Democrats,Donal Lyons,4,1148,12505,5805,5735,,"[1007, 3, 22, 3, 18, 42, 4, 24, 106, -81, 0, 0]","[1007, 1010, 1032, 1035, 1053, 1095, 1099, 1123, 1229, 1148, 1148, 1148]"
Local Election,1999,Galway,South Ward,Fine Gael,John Mulholland,4,1148,12505,5805,5735,,"[564, 16, 6, 28, 9, 20, 5, 22, 19, 13, 191, 122]","[564, 580, 586, 614, 623, 643, 648, 670, 689, 702, 893, 1015]"
Local Election,1999,Galway,South Ward,Progressive Democrats,Paul Colleran,4,1148,12505,5805,5735,,"[677, 9, 5, 12, 24, 15, 6, 40, 27, 16, 62, 115]","[677, 686, 691, 703, 727, 742, 748, 788, 815, 831, 893, 1008]"
Local Election,1999,Galway,South Ward,Fianna Fáil,Eddie Coughlan,4,1148,12505,5805,5735,,"[571, 4, 4, 6, 7, 54, 41, 8, 45, 15, 46, 64]","[571, 575, 579, 585, 592, 646, 687, 695, 740, 755, 801, 865]"
Local Election,1999,Galway,South Ward,Labour Party,Marc Ó Riain,4,1148,12505,5805,5735,,"[254, 3, 3, 10, 56, 10, 1, 151, 34, 8, 49, 0]","[254, 257, 260, 270, 326, 336, 337, 488, 522, 530, 579, 0]"
Local Election,1999,Galway,South Ward,Fine Gael,Bernard O'Farrell,4,1148,12505,5805,5735,,"[299, 2, 3, 38, 6, 15, 0, 16, 32, 13, 0, 0]","[299, 301, 304, 342, 348, 363, 363, 379, 411, 424, 0, 0]"
Local Election,1999,Galway,South Ward,Independent,Pat Maher,4,1148,12505,5805,5735,,"[257, 13, 20, 2, 22, 9, 2, 21, 0, 0, 0, 0]","[257, 270, 290, 292, 314, 323, 325, 346, 0, 0, 0, 0]"
Local Election,1999,Galway,South Ward,Labour Party,Derrick Hambleton,4,1148,12505,5805,5735,,"[247, 1, 6, 12, 51, 5, 1, 0, 0, 0, 0, 0]","[247, 248, 254, 266, 317, 322, 323, 0, 0, 0, 0, 0]"
Local Election,1999,Galway,South Ward,Fianna Fáil,Eileen Tighe,4,1148,12505,5805,5735,,"[263, 11, 9, 0, 3, 0, 0, 0, 0, 0, 0, 0]","[263, 274, 283, 283, 286, 0, 0, 0, 0, 0, 0, 0]"
Local Election,1999,Galway,South Ward,Green Party,Fintan Convery,4,1148,12505,5805,5735,,"[232, 7, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0]","[232, 239, 242, 246, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,1999,Galway,South Ward,Fine Gael,Peter O'Neill,4,1148,12505,5805,5735,,"[166, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[166, 167, 167, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,1999,Galway,South Ward,Independent,Michael Prendergast,4,1148,12505,5805,5735,,"[96, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[96, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,1999,Galway,South Ward,Independent,Eileen Manning,4,1148,12505,5805,5735,,"[95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,1999,Galway,West Ward,Labour Party,Catherine Connolly,4,821,9668,4169,4104,,"[457, 29, 16, 22, 154, 80, 166, -103]","[457, 486, 502, 524, 678, 758, 924, 821]"
Local Election,1999,Galway,West Ward,Fianna Fáil,Michéal Ó hUiginn,4,821,9668,4169,4104,,"[649, 10, 20, 33, 25, 52, 31, 6]","[649, 659, 679, 712, 737, 789, 820, 826]"
Local Election,1999,Galway,West Ward,Fine Gael,Angela Lupton,4,821,9668,4169,4104,,"[588, 13, 6, 36, 25, 26, 52, 26]","[588, 601, 607, 643, 668, 694, 746, 772]"
Local Election,1999,Galway,West Ward,Fianna Fáil,Martin Quinn,4,821,9668,4169,4104,,"[610, 15, 12, 26, 19, 18, 21, 12]","[610, 625, 637, 663, 682, 700, 721, 733]"
Local Election,1999,Galway,West Ward,Independent,Paddy Lally,4,821,9668,4169,4104,,"[389, 30, 21, 23, 31, 76, 83, 59]","[389, 419, 440, 463, 494, 570, 653, 712]"
Local Election,1999,Galway,West Ward,Green Party,Pat Fitzpatrick,4,821,9668,4169,4104,,"[292, 30, 30, 23, 9, 44, 0, 0]","[292, 322, 352, 375, 384, 428, 0, 0]"
Local Election,1999,Galway,West Ward,Independent,Mike Egan,4,821,9668,4169,4104,,"[277, 17, 30, 26, 23, 0, 0, 0]","[277, 294, 324, 350, 373, 0, 0, 0]"
Local Election,1999,Galway,West Ward,Labour Party,Joe Naughton,4,821,9668,4169,4104,,"[265, 10, 11, 16, 0, 0, 0, 0]","[265, 275, 286, 302, 0, 0, 0, 0]"
Local Election,1999,Galway,West Ward,Progressive Democrats,Antoinette Glynn,4,821,9668,4169,4104,,"[215, 10, 7, 0, 0, 0, 0, 0]","[215, 225, 232, 0, 0, 0, 0, 0]"
Local Election,1999,Galway,West Ward,Sinn Féin,Vincent Forde,4,821,9668,4169,4104,,"[185, 5, 0, 0, 0, 0, 0, 0]","[185, 190, 0, 0, 0, 0, 0, 0]"
Local Election,1999,Galway,West Ward,Independent,Aidan Berry,4,821,9668,4169,4104,,"[177, 0, 0, 0, 0, 0, 0, 0]","[177, 0, 0, 0, 0, 0, 0, 0]"
Local Election,1999,Galway,Ballinasloe,Fianna Fáil,Joe Callanan,5,1652,16521,10098,9908,,"[3006, -1354, 0, 0]","[3006, 1652, 1652, 1652]"
Local Election,1999,Galway,Ballinasloe,Fine Gael,Michael Mullins,5,1652,16521,10098,9908,,"[1474, 195, 0, 0]","[1474, 1669, 1669, 1669]"
Local Election,1999,Galway,Ballinasloe,Fianna Fáil,Pat O'Sullivan,5,1652,16521,10098,9908,,"[946, 331, 99, 361]","[946, 1277, 1376, 1737]"
Local Election,1999,Galway,Ballinasloe,Fianna Fáil,James Joyce,5,1652,16521,10098,9908,,"[1292, 248, 67, 107]","[1292, 1540, 1607, 1714]"
Local Election,1999,Galway,Ballinasloe,Fianna Fáil,Tomas Mannion,5,1652,16521,10098,9908,,"[1191, 337, 46, 85]","[1191, 1528, 1574, 1659]"
Local Election,1999,Galway,Ballinasloe,Fine Gael,Michael Finnerty,5,1652,16521,10098,9908,,"[842, 84, 76, 174]","[842, 926, 1002, 1176]"
Local Election,1999,Galway,Ballinasloe,Independent,John Molloy,5,1652,16521,10098,9908,,"[773, 77, 88, 0]","[773, 850, 938, 0]"
Local Election,1999,Galway,Ballinasloe,Sinn Féin,Dermot Connolly,5,1652,16521,10098,9908,,"[384, 82, 0, 0]","[384, 466, 0, 0]"
Local Election,1999,Galway,Connemara,Fine Gael,J.J. Mannion,7,1574,25628,12862,12587,,"[1570, 41, -37, 0, 0, 0, 0, 0, 0, 0]","[1570, 1611, 1574, 1574, 1574, 1574, 1574, 1574, 1574, 1574]"
Local Election,1999,Galway,Connemara,Fine Gael,Pól Ó Foighil,7,1574,25628,12862,12587,,"[1438, 15, 11, 26, 148, -64, 0, 0, 0, 0]","[1438, 1453, 1464, 1490, 1638, 1574, 1574, 1574, 1574, 1574]"
Local Election,1999,Galway,Connemara,Independent,Seamus Gavin,7,1574,25628,12862,12587,,"[1410, 24, 3, 19, 7, 11, 87, 22, 0, 0]","[1410, 1434, 1437, 1456, 1463, 1474, 1561, 1583, 1583, 1583]"
Local Election,1999,Galway,Connemara,Fianna Fáil,Josie Conneely,7,1574,25628,12862,12587,,"[1196, 0, 1, 147, 47, 9, 33, 106, 128, -93]","[1196, 1196, 1197, 1344, 1391, 1400, 1433, 1539, 1667, 1574]"
Local Election,1999,Galway,Connemara,Fianna Fáil,Seán Ó Neachtain,7,1574,25628,12862,12587,,"[1089, 1, 0, 6, 13, 3, 146, 126, 199, 0]","[1089, 1090, 1090, 1096, 1109, 1112, 1258, 1384, 1583, 1583]"
Local Election,1999,Galway,Connemara,Fianna Fáil,Connie Ní Flatharta,7,1574,25628,12862,12587,,"[1055, 0, 0, 8, 34, 6, 54, 208, 135, 46]","[1055, 1055, 1055, 1063, 1097, 1103, 1157, 1365, 1500, 1546]"
Local Election,1999,Galway,Connemara,Independent,Séamus Walsh,7,1574,25628,12862,12587,,"[928, 43, 4, 16, 20, 8, 66, 14, 214, 13]","[928, 971, 975, 991, 1011, 1019, 1085, 1099, 1313, 1326]"
Local Election,1999,Galway,Connemara,Independent,Tom Welby,7,1574,25628,12862,12587,,"[897, 31, 3, 54, 20, 12, 42, 22, 188, 12]","[897, 928, 931, 985, 1005, 1017, 1059, 1081, 1269, 1281]"
Local Election,1999,Galway,Connemara,Fianna Fáil,Pierce O'Malley,7,1574,25628,12862,12587,,"[838, 18, 2, 20, 11, 2, 20, 69, 0, 0]","[838, 856, 858, 878, 889, 891, 911, 980, 0, 0]"
Local Election,1999,Galway,Connemara,Fianna Fáil,Eithne Nic Dhonnchadha,7,1574,25628,12862,12587,,"[541, 1, 0, 7, 64, 6, 35, 0, 0, 0]","[541, 542, 542, 549, 613, 619, 654, 0, 0, 0]"
Local Election,1999,Galway,Connemara,Republican Sinn Féin,Tomas Ó Currain,7,1574,25628,12862,12587,,"[584, 3, 0, 3, 18, 6, 0, 0, 0, 0]","[584, 587, 587, 590, 608, 614, 0, 0, 0, 0]"
Local Election,1999,Galway,Connemara,Fine Gael,Eamonn Mylotte,7,1574,25628,12862,12587,,"[389, 31, 12, 53, 0, 0, 0, 0, 0, 0]","[389, 420, 432, 485, 0, 0, 0, 0, 0, 0]"
Local Election,1999,Galway,Connemara,Independent,Eamonn McLoughlin,7,1574,25628,12862,12587,,"[428, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[428, 429, 430, 0, 0, 0, 0, 0, 0, 0]"
Local Election,1999,Galway,Connemara,Fine Gael,Paul Stewart,7,1574,25628,12862,12587,,"[224, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[224, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,1999,Galway,Loughrea,Fianna Fáil,Michael Fahy,7,1794,23845,14627,14350,,"[2068, -274, 0, 0, 0, 0, 0]","[2068, 1794, 1794, 1794, 1794, 1794, 1794]"
Local Election,1999,Galway,Loughrea,Fine Gael,Ulick Burke,7,1794,23845,14627,14350,,"[1863, 0, 0, 0, 0, 0, 0]","[1863, 1863, 1863, 1863, 1863, 1863, 1863]"
Local Election,1999,Galway,Loughrea,Fine Gael,Jimmy McClearn,7,1794,23845,14627,14350,,"[1396, 2, 5, 63, 145, 532, -349]","[1396, 1398, 1403, 1466, 1611, 2143, 1794]"
Local Election,1999,Galway,Loughrea,Fianna Fáil,Michael Regan,7,1794,23845,14627,14350,,"[1351, 30, 13, 149, 41, 179, 150]","[1351, 1381, 1394, 1543, 1584, 1763, 1913]"
Local Election,1999,Galway,Loughrea,Fianna Fáil,Michael Cunningham,7,1794,23845,14627,14350,,"[1377, 123, 74, 46, 79, 57, 13]","[1377, 1500, 1574, 1620, 1699, 1756, 1769]"
Local Election,1999,Galway,Loughrea,Independent,Pat Hynes,7,1794,23845,14627,14350,,"[1429, 13, 25, 23, 44, 128, 50]","[1429, 1442, 1467, 1490, 1534, 1662, 1712]"
Local Election,1999,Galway,Loughrea,Fianna Fáil,Matt Loughnane,7,1794,23845,14627,14350,,"[1277, 52, 15, 89, 131, 79, 40]","[1277, 1329, 1344, 1433, 1564, 1643, 1683]"
Local Election,1999,Galway,Loughrea,Fine Gael,Peter Feeney,7,1794,23845,14627,14350,,"[1013, 7, 5, 5, 290, 40, 38]","[1013, 1020, 1025, 1030, 1320, 1360, 1398]"
Local Election,1999,Galway,Loughrea,Progressive Democrats,Willie Burke,7,1794,23845,14627,14350,,"[1045, 6, 11, 148, 30, 0, 0]","[1045, 1051, 1062, 1210, 1240, 0, 0]"
Local Election,1999,Galway,Loughrea,Fine Gael,Joe Monaghan,7,1794,23845,14627,14350,,"[804, 16, 10, 5, 0, 0, 0]","[804, 820, 830, 835, 0, 0, 0]"
Local Election,1999,Galway,Loughrea,Fianna Fáil,Walter Burke,7,1794,23845,14627,14350,,"[548, 12, 5, 0, 0, 0, 0]","[548, 560, 565, 0, 0, 0, 0]"
Local Election,1999,Galway,Loughrea,Independent,P.J. Baldwin,7,1794,23845,14627,14350,,"[142, 11, 0, 0, 0, 0, 0]","[142, 153, 0, 0, 0, 0, 0]"
Local Election,1999,Galway,Loughrea,Independent,Donal Healy,7,1794,23845,14627,14350,,"[37, 2, 0, 0, 0, 0, 0]","[37, 39, 0, 0, 0, 0, 0]"
Local Election,1999,Galway,Oranmore,Fine Gael,Jarlath McDonagh,4,1667,15503,,8332,,"[1924, -257, 0, 0, 0]","[1924, 1667, 1667, 1667, 1667]"
Local Election,1999,Galway,Oranmore,Fianna Fáil,Tim Rabbitt,4,1667,15503,,8332,,"[1247, 37, 149, 415, -181]","[1247, 1284, 1433, 1848, 1667]"
Local Election,1999,Galway,Oranmore,Progressive Democrats,Noel Grealish,4,1667,15503,,8332,,"[1357, 87, 73, 262, 0]","[1357, 1444, 1517, 1779, 1779]"
Local Election,1999,Galway,Oranmore,Fianna Fáil,Mary Hoade,4,1667,15503,,8332,,"[1314, 26, 75, 80, 105]","[1314, 1340, 1415, 1495, 1600]"
Local Election,1999,Galway,Oranmore,Fine Gael,Kathleen Carey,4,1667,15503,,8332,,"[1108, 68, 19, 190, 76]","[1108, 1176, 1195, 1385, 1461]"
Local Election,1999,Galway,Oranmore,Independent,Enda O'Rourke,4,1667,15503,,8332,,"[1020, 26, 35, 0, 0]","[1020, 1046, 1081, 0, 0]"
Local Election,1999,Galway,Oranmore,Fianna Fáil,John Molloy,4,1667,15503,,8332,,"[362, 13, 0, 0, 0]","[362, 375, 0, 0, 0]"
